DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
195.9576787882,-0.0842091752,0.6981200191,254.126657056,0,0.0563768612,18,3149.5830190731,2384.2294466954,913.8541787494,-2.1281467769,-0.1879,0
196.9128431614,-0.0432013661,0.6884575209,303.147058152,0,0.0386241136,21,3382.6015162401,3037.2031573016,939.1820704136,-2.1343069205,1.8677,0
262.4773906914,-0.0580528674,0.7812256983,204.183778008,0,0.0475593676,24,2719.3967183869,2506.5570211586,387.8448123633,-2.1397387703,-0.2926,1
32.0455017037,-0.0902874962,0.5349940454,255.089543276,0,0.0359838224,13,2987.7024188342,2862.6055326353,417.985299793,-2.166072618,2.291,1
121.6774960593,-0.0930634911,0.6129570395,360.193673996,0,0.0401778906,28,4677.4502012017,4416.9479989525,1034.2108451666,-2.1672486516,1.5576,1
194.8155166433,-0.0542461489,0.6953440559,289.167793596,0,0.0392393737,23,2822.6324573789,2405.172658399,991.1106659406,-2.172753269,1.9309,1
27.5004170355,-0.1035864458,0.5259842608,334.098728056,0,0.0354461119,18,3920.7325986413,3313.4396368971,1194.8681505166,-2.178749787,0.8608,0
50.0800331123,-0.1177950618,0.5576867792,247.062676896,0,0.0320476508,13,2305.3018591956,1895.0141662374,617.5850473726,-2.1858664864,0.53442,1
358.1701109336,-0.1027400957,0.6214332852,1629.506563024,2,0.0437910944,97,77890.492963501,66678.766583528,23086.2136077847,-2.1864875398,1.26214,1
59.3456316372,-0.1129396558,0.5458018783,423.055877264,0,0.0408421152,17,9162.2411486457,8590.3676486213,1691.2306240173,-2.1966879578,0.4754,0
82.856722807,-0.0888373406,0.6123600311,194.08037556,0,0.0581255346,10,1312.8680216432,902.4708466802,467.5584438806,-2.2043465173,-0.1771,0
444.4213754877,-0.0413013905,0.7372948738,748.508525744,0,0.0305052736,72,16979.1628314619,13036.9689735419,7315.9135403416,-2.2226462787,1.9007,1
138.6603129554,-0.0704926456,0.6632618085,236.116092372,0,0.0332534953,16,1660.8676338964,1535.8842193119,584.2833818792,-2.2322803196,1.2013,1
59.7799051992,-0.0596593155,0.5912758954,160.074896256,0,0.0610333184,8,908.0168810493,615.5950193372,294.7570447137,-2.2523838422,0.3373,0
237.9648131269,-0.0858483517,0.6939324856,339.1794209,0,0.0557009994,25,7654.0575086041,6763.9667958256,1484.5136632849,-2.2559888572,-0.2367,1
414.5810591917,-0.0822492607,0.7045190969,764.434692108,0,0.0446317083,64,31344.4874787265,29759.7633328563,5183.9147472868,-2.2567599698,3.2473,1
-265.7959122877,-0.1698669936,0,187.98722576,0,0,0,554.1683589354,509.3870615483,314.7597550057,-2.2617999297,2.7463,0
207.2184632303,-0.0645148832,0.7002984148,303.19467704,0,0.0334718017,25,3617.93485806,3250.9603200545,889.3278227994,-2.2844097945,1.17428,0
102.0874185684,-0.0981850716,0.5911350409,380.10420736,0,0.0468745778,20,5534.626133725,4780.337717984,1178.0294558451,-2.2998722478,0.9491,0
104.4514070599,-0.0984172389,0.5943695285,374.20932406,0,0.0360046119,30,5150.6961680262,4595.5780578297,1126.9501251927,-2.3134975181,1.8036,0
248.9864901654,-0.0760362264,0.6756528546,422.266838936,0,0.0355525643,38,8783.5479227127,7765.8968493509,2433.4537753855,-2.3198440845,3.7156,0
82.0336459349,-0.0878369149,0.5936640318,230.127994448,0,0.0633704817,14,2717.1743669363,2369.5917696973,407.1952863362,-2.3345365322,0.10404,1
147.7416268352,-0.0866817079,0.6540878615,239.152143532,0,0.0465650142,21,3031.7265983331,2904.1706019083,495.5513189996,-2.3453645271,1.306,0
-53.8527869709,-0.0949549596,0.4526332727,362.06677283,0,0.048373014,15,4831.3453936406,4141.7950397196,1579.7715481536,-2.3504041775,1.5488,0
206.6848529019,-0.1066443838,0.6185610336,643.226490244,0,0.0518271851,37,17260.7648090641,12522.8952146621,6372.3406720679,-2.3565257221,-0.1263,1
276.7173870241,-0.0531177378,0.769692262,316.156911628,0,0.0454104791,24,3270.891425057,2390.939641143,1651.9542496775,-2.3746386872,0.5025,0
78.8187853426,-0.0668689146,0.5904056008,254.105527688,0,0.0491776009,14,1894.2344692772,1306.5714700833,968.5689119916,-2.3796665305,2.4929,1
74.303596198,-0.1789033901,0.5429526391,668.096487616,0,0.5009456555,28,22885.0328229103,16862.4037692353,6859.5310128077,-2.38201053,-5.1033,0
218.7250428825,-0.0823263846,0.7146153309,303.133139404,0,0.0572063841,17,4331.2678596259,3676.8951923329,741.5919624955,-2.3859297575,-0.0808,1
248.9474085561,-0.0944238766,0.6622075097,551.1489490041,0,0.0661267129,27,10271.0062356213,6832.9752267454,5529.6299584349,-2.4016389978,-1.3046,0
-97.9464356358,-0.1192443206,0.4047331008,322.012326844,2,0.0410061693,12,5617.1362531831,5492.0059517167,660.9775488202,-2.4095482422,0.909,1
426.3785463905,-0.0411136737,0.747204276,733.461241204,0,0.0307851654,67,12860.6359742473,12745.5753405988,5710.1909411675,-2.4111239581,1.7856,0
173.6126194762,-0.1248843258,0.6999093642,217.131408088,0,0.0434995102,19,1793.4312350776,1119.1401408162,904.4794098421,-2.444311455,-0.8456,0
-18.3280171261,-0.107012863,0.4786375367,258.0640568,0,0.0372611577,10,2235.6762577607,2015.7959361632,585.4915316243,-2.4476199078,0.0878,1
264.0700977833,-0.0478637508,0.8069895275,264.183778008,0,0.0381425264,24,1762.0776028432,1344.094014513,871.3545647003,-2.4493100929,1.8843,0
219.5593028903,-0.0550644449,0.7322148626,299.152143532,0,0.042732945,21,2580.6520583633,1902.4408844435,1042.8520191201,-2.4613267296,1.5011,1
-25.7859651162,-0.0946629368,0.4745714688,337.019097832,0,0.0364189533,11,4355.3698686451,3751.2021256043,879.6378055824,-2.4677239007,1.6425,1
254.3433176358,-0.0413320703,0.8060352698,220.121177752,0,0.0539545308,16,1785.1509183089,1425.7169498474,489.8682577901,-2.4796316944,0.8674,1
83.5960437865,-0.0810993853,0.5865828147,306.104065444,0,0.0565894146,12,3255.4429806241,2478.8097816106,1323.653736787,-2.4805320252,0.7358,1
210.3115492508,-0.0879782217,0.6849248137,376.154683372,0,0.0557318506,21,5710.6193495371,4658.729323417,1325.8307553469,-2.4843008264,1.1262,1
18.238145944,-0.1914731899,0.5189127832,302.04265266,0,0.0811743547,10,4219.4535117769,3585.6780854525,827.8970989377,-2.485399979,1.988,0
157.2538811898,-0.0601159965,0.6993068381,204.089877624,0,0.0514085201,12,1789.6470545089,1538.219810819,277.0799201613,-2.513940436,0.8281,1
196.8993849521,-0.0389735585,0.6820798035,317.162708216,0,0.0340468043,23,3608.7019157967,3050.35790871,1184.4258634213,-2.531928707,2.2578,0
169.090143459,-0.1022052278,0.6136789612,527.226765016,0,0.0415582298,33,10334.4394351193,7444.8952304503,4166.739326887,-2.5381534409,0.4698,1
236.5067977639,-0.0252477198,0.7343587294,250.168127944,0,0.0363666019,22,3153.3151424408,2823.4513827578,630.7089485153,-2.5487038759,2.7597,0
279.8621433942,-0.0739331256,0.7031601796,402.240624188,0,0.0378727918,34,6862.8335103668,4800.9839390641,3321.4985448483,-2.5563006388,3.0051,0
170.4362170911,-0.0857185652,0.6566467003,334.144118688,0,0.0517316003,19,5283.7491081099,4598.7067222241,913.3576691179,-2.5605693657,0.7639,1
209.1344099702,-0.1329480387,0.6332487378,588.184291084,0,0.0576867839,32,13356.2029325962,11649.7916161222,3338.5961440616,-2.5782201734,1.3386,1
139.2340385704,-0.0619914453,0.6461980453,262.131742436,0,0.0311146956,18,1907.2949102787,1633.828449921,948.8264149573,-2.5843087072,1.3066,0
378.3538543033,-0.0452090178,0.7777180841,367.210721028,0,0.0442530508,29,7191.9542399651,5049.2275716492,2700.775014349,-2.6323412742,2.2289,0
152.3158415402,-0.0942618059,0.6410663149,362.20932406,0,0.0329288228,30,5029.3484723972,4936.5193896473,859.9829372875,-2.6338861981,1.7816,0
722.1997307108,-0.0804321663,0.7236078339,1545.876654412,0,0.0436846232,131,61808.538933345,43228.2917942502,39579.8997505199,-2.6531172862,-1.0424,1
225.8876428151,-0.0564357686,0.7345066709,287.152143532,0,0.0471682308,21,2692.8356896235,1555.8701198041,1466.7464022236,-2.6555383082,1.8503,1
205.8152475186,-0.0735547084,0.6716772729,371.18450628,0,0.049461588,25,5888.6639334866,5256.0630241896,1337.6619544338,-2.6663963564,2.2167,1
-118.5575354097,-0.1110225841,0.3711121156,270.061612188,0,0.0352502096,9,4133.7886831875,3785.5074052089,460.8174426994,-2.66790302,2.99948,1
209.1626400563,-0.0907576303,0.6707971157,399.225702396,0,0.0508345151,33,7392.1419840062,6955.9978116116,1411.0722432606,-2.6693019673,2.4079,1
287.6292877691,-0.1090588546,0.6015697294,1414.5184321281,0,0.0611492906,84,74808.0866725306,63632.3459878028,22018.1773695346,-2.6732571996,-7.70358,1
13.7771443562,-0.076081355,0.5223441678,146.036779432,0,0.0409577631,6,757.71596638,580.2962156001,177.7087961185,-2.6806130374,1.793,0
-18.5130721743,-0.1446482496,0.4873148522,473.165896076,0,0.0602852594,23,11132.2661085017,10695.8715316772,2922.1791258378,-2.6839114554,-0.7311,0
14.2753643237,-0.1329076566,0.5096737287,473.165896076,0,0.063871464,23,18307.3258910613,17513.9163983176,1469.4211288391,-2.6839114554,-0.7311,0
173.4020705757,-0.070283394,0.6602636553,266.163042564,0,0.0468771723,22,5152.9022949191,5011.7399186452,502.8082668088,-2.6865163525,0.4521,1
132.9085779473,-0.0957679241,0.6060187079,405.226371092,0,0.04025729,31,6977.4484129958,5960.0990854897,1802.9266214692,-2.6874858263,1.2352,1
-108.0754239596,-0.1030963916,0.3879087726,320.002240828,1,0.0483128883,9,3655.7874000926,2314.1123881081,1533.9025308238,-2.691545768,3.2531,1
92.5843394835,-0.0317146065,0.6096253763,187.136099544,0,0.0338630132,17,2002.7327077499,1925.5795190316,229.6843952408,-2.6933333165,2.1826,0
299.2670153944,-0.0611656472,0.6887207826,581.356382212,0,0.0323559099,51,12029.884307462,10904.0761684828,3761.0736365111,-2.6980239041,2.6704,1
17.009617533,-0.1129312107,0.5104146579,584.02763098,0,0.0546792593,20,19925.3593832844,18712.7549994937,2850.5136270963,-2.6982469276,0.99872,1
164.7355169852,-0.0892591737,0.6481605692,361.14378434,0,0.0430930233,20,5505.6166698389,4580.7672239542,1162.7597337933,-2.7029775364,1.544,1
164.877871447,-0.0884071089,0.6489730322,361.14378434,0,0.0432948014,20,5419.0435050529,4563.1084230538,1115.6065947788,-2.7029775364,1.544,1
42.4680354794,-0.0583929239,0.5594122073,170.05138394,0,0.0368303375,10,1208.3877486912,848.4812053514,397.3821893123,-2.7098042568,1.38499,0
145.7898320157,-0.0495233195,0.6839759286,179.094628656,0,0.0381854162,13,1831.5221995653,1695.1100158764,155.4896994774,-2.7102860338,2.0437,0
54.9472244394,-0.064708277,0.5639007601,260.02481971,2,0.0272746767,15,2633.5110841586,2321.2834068287,555.7874172059,-2.7108488043,1.884,1
43.324992388,-0.0731258829,0.5525984393,260.02481971,2,0.0248951213,15,1920.5928071239,1400.839575582,926.8651910799,-2.7108488043,1.884,1
232.3812221556,-0.0697954904,0.6996630365,309.194008344,0,0.0438205301,27,6343.4477605992,5844.7120936461,810.3504077982,-2.7117009104,0.6348,1
158.3664160019,-0.0951844502,0.6288130149,389.14993234,0,0.0490595019,20,7230.3542174204,5874.1081264263,1591.0862436607,-2.7130535014,0.966,1
129.7086399201,-0.0864151921,0.6151205556,376.204987628,0,0.0370694675,29,5098.4035701534,4966.0627534036,1221.9822126136,-2.7163946009,2.6367,0
243.893141532,-0.0711412579,0.7232545204,357.194008344,0,0.0490115938,27,4129.302413035,3272.7850724227,1473.2086352267,-2.7328792387,1.7073,1
43.2710167288,-0.0771841431,0.5509143247,250.05244656,0,0.0511239625,10,2148.2634446026,1738.5193142106,630.6732866171,-2.7334305377,0.8596,1
192.4251016546,-0.0794178388,0.6702960564,337.14378434,0,0.0437494761,20,6397.6903001845,6150.1414571617,899.1051977562,-2.7351563987,1.1236,1
287.4329077464,-0.0580895191,0.6988306488,437.325356856,0,0.0259580161,43,7964.9048142295,7221.4475198521,2257.7499658268,-2.7388217648,3.2941,1
-54.092823332,-0.181559468,0.4679265471,718.15338488,0,0.0672992839,30,13107.5210151137,11984.5814354911,7065.4673481131,-2.7408070185,3.3345,0
259.6955696395,-0.0355874887,0.7587696527,275.163376912,0,0.0422713185,21,3321.4286778782,2886.5601691751,683.5089472532,-2.7650942533,1.7739,0
-87.4284239921,-0.0999932209,0.4381559537,478.043932676,0,0.0344314007,18,13742.372421656,13241.3113364382,1223.5674687633,-2.7832142076,1.41082,0
175.0897137461,-0.040489474,0.6887662635,244.121177752,0,0.0426845073,16,2143.0591015421,1641.0507497855,881.4597329935,-2.7905250806,2.6691,1
104.2281713364,-0.1002531036,0.5928289998,392.199902248,0,0.0336867388,29,4645.7362729165,4385.8271865797,1480.3961992462,-2.7975297672,1.8957,1
110.8183684169,-0.0951324429,0.598714295,392.199902248,0,0.0346149319,29,5169.2050906444,4805.8701560323,1248.7625572932,-2.7975297672,1.8957,1
124.0386406474,-0.0432619239,0.6534641244,192.126263132,0,0.0340871803,16,1467.8456671916,1155.7815897719,401.4251018889,-2.7978807484,1.58914,1
68.8841362354,-0.0824461222,0.5661197167,320.094311372,0,0.0440681327,16,4187.5772795236,3308.3295316264,1089.9515947479,-2.8048567278,0.81249,0
109.3075224292,-0.0809483777,0.6465094543,187.074561908,0,0.0604833454,9,1571.7418036048,1441.9523244553,254.5092772612,-2.8109450564,1.0191,0
55.6694583997,-0.0900267693,0.5556327296,285.103479088,0,0.032846092,19,3307.0326558017,3160.4546119986,785.2568609903,-2.8163592396,2.1955,1
307.0621597669,-0.0209511001,0.8413796658,223.1441042681,0,0.0609264892,19,2202.1486738949,1855.5779512825,499.7282646024,-2.8165592146,1.9437,0
-144.9511568165,-0.1252001214,0.335489738,330.990832396,0,0.0364251218,8,3229.8087179087,2522.3378614679,1009.6379396802,-2.8209603647,0.0141,1
182.0857505168,-0.0539436124,0.7507761523,166.1226405521,0,0.0647324627,16,912.4268360896,782.2505342813,346.1603649196,-2.8305036808,1.979,0
118.6599407599,-0.073307177,0.6350647296,206.130679816,0,0.0316517891,18,2193.2822483583,2127.1637119808,306.8595742789,-2.8349605975,3.0732,0
112.5163768765,-0.0911375476,0.6054724771,358.178023932,0,0.0354344698,26,4626.4274844186,4410.147083962,982.0250339107,-2.8629657096,1.7658,0
203.7495043311,-0.0580496115,0.7088240333,263.18852904,0,0.0417423995,25,2553.9720893716,2018.8931562201,1020.6248626837,-2.8641167958,2.7326,1
222.2009120564,-0.0525490682,0.7007057753,314.126657056,0,0.0406788285,18,3670.9465881108,3041.3397217923,1336.374292403,-2.8696589024,2.3548,0
567.7854803025,-0.0539658987,0.7557108359,718.476831692,0,0.0351770717,66,23145.6839491887,15031.2841725456,11777.5774884231,-2.8734096378,5.0499,1
-30.45547529,-0.1009444828,0.4675638619,260.050715244,0,0.0345869036,12,3348.514195402,3179.2956448624,449.9110985372,-2.8854403084,3.1672,0
-42.3232314111,-0.1010056613,0.4545985924,260.050715244,0,0.0347940304,12,3415.4912238425,3234.9981009204,535.1798620392,-2.8854403084,3.1672,0
99.4049699269,-0.12747208,0.5896144957,303.147058152,0,0.0599601434,21,5238.5820259555,4876.2519386996,1090.0109676917,-2.8883469205,2.0576,0
136.2455452156,-0.0223644451,0.6879241062,149.12044948,0,0.0345894617,15,987.7032406238,935.6313200337,196.9938984783,-2.9000239638,1.837,1
106.5737244804,-0.0702775848,0.6217314232,246.125594436,0,0.0339929052,18,1930.6075457216,1406.7899942319,767.0410016161,-2.9083452764,1.6656,0
108.8242410052,-0.0344252216,0.641686347,196.076726096,1,0.0358290948,13,1708.6029792702,1461.3245552736,325.9998955809,-2.9088897022,1.7496,1
140.4250524811,-0.0649675958,0.6386316158,272.1194635,0,0.0352384708,20,3403.2015339187,2973.0640155661,812.0568421427,-2.909092013,1.0895,1
145.5383620273,-0.0935416773,0.6215736452,401.115775088,0,0.0471553166,19,6788.1149810057,5098.5297911684,1912.6304035705,-2.9131101871,0.9634,1
144.7895243327,-0.0869474948,0.6323825833,333.14886972,0,0.0384556159,20,5250.2534762383,4517.0353129223,938.2140735938,-2.9141059745,1.6105,1
18.6456181316,-0.0811979618,0.5212513506,248.061948624,0,0.0504637451,12,2292.9101314909,2075.2618020924,677.5247834874,-2.9164321337,1.6838,1
139.5756867715,-0.0895978231,0.6545436998,285.136493468,0,0.0387482873,19,2012.0284451673,1390.6916801474,1211.7065370936,-2.9269417188,1.6303,0
233.9788203483,-0.0548380107,0.7453331227,301.167793596,0,0.0403696891,23,2377.9792671676,1821.5177669931,1166.3626835549,-2.9284973773,1.7251,1
301.2623116852,-0.0767490722,0.7066148824,438.295453696,0,0.0474348727,38,7137.8397489393,6390.4399847355,3356.5268226881,-2.9305899327,0.37007,0
39.0389866064,-0.0946113165,0.5354703011,362.093642676,0,0.0412715702,18,3951.1001467639,2684.1722695569,2135.7385814697,-2.9328055251,2.4247,0
88.9103198839,-0.1126354465,0.5984525377,256.073558864,0,0.0578272915,12,2907.8326443053,2453.8615046345,639.6178781946,-2.9378125514,2.8043,0
138.3876109137,-0.038416649,0.6752348018,179.131014164,0,0.0327410153,17,1320.1746368375,1025.8053522585,382.3047103124,-2.9379964226,2.02944,1
,,,605.133207472,0,,31,4779.5115306111,4667.9538527919,3402.286094824,-2.944315981,-7.9118,0
4.3008108442,-0.0642640429,0.5066552579,161.006597936,1,0.0248241688,8,1013.5871406203,834.3856759262,221.8674070007,-2.9446503467,2.23282,1
162.949143243,-0.0497296701,0.6474237654,323.130362532,0,0.0329877133,21,4054.4456399113,3862.3883492092,1103.5740014306,-2.9480829249,1.62982,1
27.0393325123,-0.0938454675,0.525814899,335.057591516,0,0.0358454504,13,4668.0693334815,4121.9779081655,814.6905002105,-2.9521842802,1.48242,1
83.174676074,-0.0843225276,0.5869774274,331.08021878,0,0.0437369917,15,2968.505561714,2171.0782943786,1513.2312999639,-2.9556642339,0.8772,1
-71.5888260254,-0.1057685905,0.4415128377,412.026262656,2,0.0352810558,18,7771.4831491341,7099.6556439929,1576.5770412661,-2.9578314485,-0.0861,0
257.1578650861,-0.0502575402,0.7931218783,208.109944372,0,0.0496527762,16,1864.4566124398,1262.1792816206,647.1744563855,-2.9612320264,2.7455,1
191.6299284183,-0.0419020074,0.7127993141,233.141578848,0,0.03880594,19,1853.3938842218,1310.2083993805,905.6039120998,-2.9816851104,2.0853,1
196.8097718821,-0.0406041502,0.7180095828,233.141578848,0,0.0402377906,19,1836.1964010499,1308.6462378956,892.9689296573,-2.9816851104,2.0853,1
223.8460171281,-0.0415984038,0.7120325967,300.15862588,0,0.0334286286,20,3232.7338389472,2091.8962247262,1484.8445206725,-2.9827367203,2.06422,1
143.4120782845,-0.0618459732,0.6186425182,388.105066084,1,0.0401656517,17,5903.9952608377,3632.7296046503,2991.0348561227,-2.991980111,1.568,1
119.0703298598,-0.1033090433,0.6087163207,360.148535372,0,0.0387732056,21,5442.3034668627,4580.7215713299,1132.9437243196,-2.9919811439,2.3071,1
35.898208112,-0.0778857189,0.5339298956,351.034747896,0,0.0402281097,13,5147.0614908134,4347.1472897147,977.3591256551,-2.9971430159,1.95092,1
120.4505767927,-0.0786506146,0.6078298215,327.18344366,0,0.0459155167,25,6141.5271743278,5942.3845740785,639.9873794244,-2.9992661525,2.7977,1
85.3866355715,-0.1062812363,0.5713681566,415.066048024,0,0.0416049054,17,5455.0067840277,4241.4197057138,2496.2120364273,-3.0021578224,-0.3178,0
248.767833596,-0.1042339035,0.65407103,585.22101094,0,0.0488393119,35,14338.6925603134,12725.7080253371,4189.1322314784,-3.0053351589,1.4113,1
165.0198262039,-0.1208589756,0.6091808014,543.174060748,0,0.0489007429,29,11017.3821030346,7945.7134244883,4426.3260989704,-3.0086895302,0.0013,1
164.9440004974,-0.1216355851,0.607709208,543.174060748,0,0.0498812837,29,10957.2802787371,7814.2639980281,4831.0491720556,-3.0086895302,0.0013,1
25.9084093044,-0.0844725285,0.5300479737,253.052112212,0,0.0435349934,11,1977.1202447139,1372.0791700078,961.68536944,-3.0091125865,1.36602,1
173.3229774162,-0.0418670029,0.7162269381,178.135765196,0,0.0310502294,18,1194.7394617285,1073.2999111662,339.6721634693,-3.0119253698,3.639,1
89.1768845122,-0.0994894085,0.5752244191,434.210466932,0,0.0325675129,31,6400.1149197836,5830.7302702778,1579.5717842777,-3.013753116,2.2747,0
116.8957275371,-0.1021558013,0.6151887389,327.147058152,0,0.046500264,21,2794.6956871923,2144.8378848462,1684.9263964925,-3.0144700805,1.3014,0
177.2699330791,-0.0577384633,0.6545353349,341.140927216,0,0.0410084335,23,5033.5304086169,4289.4263922893,1308.9751157879,-3.0158840447,0.5567,1
194.9186560151,-0.0494835666,0.7097790491,221.177964356,0,0.0387588283,23,1933.1279992899,1525.8110160538,803.2330938648,-3.0161018923,3.0835,0
231.9462290755,-0.0576263869,0.6986556234,369.157622836,0,0.0354049516,23,4456.4105711294,2610.6065954309,2371.6856335237,-3.0186749979,1.9886,0
188.0499545335,-0.0575669489,0.6869736019,250.131742436,0,0.0406272118,18,3161.9302341399,2720.1801257637,631.0888483326,-3.0197396937,0.4539,1
93.3341892231,-0.0942828263,0.5936272086,318.10158518,0,0.0527272908,15,3691.9696092779,2891.4448145857,1037.5243558838,-3.0210311913,1.74,0
-23.8964677349,-0.0863406999,0.47739388,318.067427928,0,0.0505133839,14,3784.7785722165,3655.0674194781,1270.2778396668,-3.0245164823,2.006,0
58.7541921594,-0.1073976183,0.5308333711,671.1224594841,0,0.0633863113,27,30732.6077797709,28962.4432956939,4005.6599106931,-3.0266219516,-0.2644,0
141.2437871707,-0.0966396168,0.5983871895,429.237604472,0,0.0442066842,31,11538.6031943977,10595.8769187263,2095.7439133224,-3.0267036802,0.81087,0
136.1234995032,-0.0971512,0.632567384,320.128468624,0,0.0453266567,17,4510.6363453359,3738.2795550662,895.6182043651,-3.0288318956,0.6633,1
48.379770474,-0.1283433538,0.5322114878,684.010280262,0,0.0477343161,21,13923.0572693957,8540.3358597142,6826.9237958488,-3.0305026741,-0.115,0
59.8561748584,-0.1106404826,0.5673264106,240.078644244,0,0.0580421198,12,3267.247061197,3074.4839997822,297.4702801826,-3.0330317585,3.0308,0
208.995337219,-0.055226464,0.7200621557,288.208930136,0,0.0271257462,28,2595.5033337417,2407.6016768664,817.5000886759,-3.0340238624,3.7351,0
167.9585319524,-0.0823771038,0.6544657968,331.133219656,0,0.0492681986,18,4941.7714676922,4044.7956035537,1100.155690885,-3.0507627784,1.5833,1
322.2189913216,-0.0661898408,0.7119349463,479.265630788,0,0.0429425669,34,10876.4287181209,9766.1356297884,2642.2354351056,-3.0633855269,0.93212,1
149.2326414579,-0.0665034761,0.6628797718,247.157228912,0,0.038089302,21,2014.6464013581,1685.4676477026,864.3897727348,-3.0636008861,2.3347,0
180.3226125151,-0.0472247341,0.7106091141,211.114318544,0,0.0407655159,17,2278.1195384481,1996.1326261109,328.3710736163,-3.0689558778,1.5822,1
96.1103772863,-0.1059770403,0.5814613193,398.139033308,0,0.0417855298,19,6488.3499728623,5743.4813502836,1410.4704048364,-3.0696426593,1.22238,1
104.5387630013,-0.057530853,0.608257261,269.1276601,0,0.0538103049,15,3973.7210129335,3733.6264798623,421.3245528503,-3.07021577,0.3826,1
211.1436986394,-0.0601882337,0.6945287642,266.163042564,0,0.0398904485,22,4750.0767035914,4129.2652980315,810.2797175866,-3.0796163525,1.3827,1
477.1036281206,-0.0547623081,0.7665539509,731.388076264,0,0.0424945295,57,18051.5561897841,15075.3743140839,5586.1613067318,-3.0879846822,2.7744,1
415.0983329924,-0.0483205146,0.7424532193,747.476891268,0,0.0330050684,69,14217.8153807762,14044.0430977822,5363.0830715463,-3.0920606045,2.4397,0
262.1482036496,-0.0265629594,0.7460349203,312.195011388,0,0.0355368803,24,4170.9594736229,3805.9183951622,794.3906978812,-3.1010641153,2.3184,1
172.076392468,-0.0582583797,0.6677271629,310.193280072,0,0.0335759213,26,3751.6051545991,3528.8490382665,712.9276364987,-3.1059771766,3.6586,1
36.2361267166,-0.0844316112,0.5389787253,242.094294308,0,0.0389420625,14,2790.0609133256,2735.0693649462,506.8866885748,-3.1083607548,3.667,0
60.9669692577,-0.091556778,0.5690821601,230.094294308,0,0.0414492049,14,2647.8770801441,2576.951653369,338.5503390177,-3.1093755335,3.0365,1
-185.6558942648,-0.1469296189,0.3623678782,577.97194181,0,0.0368452676,20,8683.2162239976,7428.5616059321,4806.6431716471,-3.1138246545,0.5196,0
276.5273314846,-0.0558929923,0.7485227596,358.2012847961,0,0.053265198,28,4370.4986664015,3110.0186973385,1745.1311518253,-3.129091431,1.8429,0
248.4653014191,-0.0787549743,0.7066050079,392.29265976,0,0.0372834914,40,6802.053360204,6279.2284484261,1312.5304412442,-3.130555468,4.4779,0
85.5435937686,-0.112243768,0.5569434072,468.200884616,0,0.0529235237,28,12242.8669009746,10156.1703080584,2960.4150071139,-3.1345895711,1.10957,0
224.1314890803,-0.0465205818,0.7375391787,237.136493468,0,0.0431584339,19,2599.3266939528,2108.1138305951,708.1318078266,-3.1472138831,1.4525,1
201.0154497452,-0.0345119508,0.7106282458,246.173213324,0,0.0348267401,22,1889.2191191458,1371.1126597471,1177.0403090702,-3.1493938349,1.7714,1
76.2513684023,-0.0987355537,0.5699226274,365.094247304,1,0.04180311,17,5178.7548522206,4285.2884929118,1247.0540174782,-3.1538727474,2.3645,1
159.7254925826,-0.124120019,0.6076800008,542.19004516,0,0.0489340844,30,12861.2569873988,10881.3878663384,3088.5666742336,-3.1543703127,0.18647,1
152.9466428633,-0.0940687433,0.6459549677,341.162708216,0,0.0431571659,23,3114.4528711011,2534.7636689091,1768.7680184959,-3.1590410929,1.5254,0
188.9465264829,-0.0457685066,0.6913750805,235.168462292,0,0.0425611142,21,3255.0203425783,2879.1147717825,566.9948396907,-3.1705666469,1.3404,1
197.809660686,-0.0734201774,0.6579845629,430.235538808,0,0.0351660152,34,6728.212219817,6283.1099521109,1413.1353039214,-3.1718437804,2.7168,0
146.546206337,-0.0363527486,0.6365373477,322.144805656,1,0.0301636384,23,4735.9093135217,4104.2793547211,980.301762729,-3.1740143401,2.3787,1
89.471588027,-0.0808732249,0.6055213181,226.131742436,0,0.0338056176,18,1455.1828807332,1347.254344697,722.1963128507,-3.1800540462,1.185,1
227.6756874027,-0.0318205595,0.73246963,284.15247788,0,0.0412530956,20,3601.489870646,3363.4226342007,560.1931035525,-3.1824390312,2.9499,1
209.1136371106,-0.0240433806,0.7108143847,273.172878976,0,0.0332608117,23,2007.7669511682,1762.0036572536,1200.9354512611,-3.1890193778,2.7677,1
-59.0898996039,-0.140198807,0.4376863709,273.063722452,0,0.0443135629,11,3297.3509951675,2677.4967314159,854.4021781585,-3.1992554229,2.54542,0
48.4008277485,-0.0733165194,0.5417947642,376.134444868,0,0.034763424,24,7056.3968412281,6831.5096718278,886.1561127538,-3.2040106331,3.0886,1
66.8361457505,-0.0801406375,0.5591018432,376.134444868,0,0.0403416436,24,5888.1247728461,5563.7559710465,1023.3942135632,-3.2040106331,3.4397,1
393.9245749575,-0.0551197832,0.8062850325,387.19065428,0,0.0561533958,25,8261.8034895456,7420.2567049729,1476.6776995717,-3.2043516613,1.0568,1
283.8874751566,-0.0271960242,0.7549408065,315.219829168,0,0.0327088492,29,3838.709461125,2997.9740407045,1467.2651891473,-3.2123694129,3.1752,1
374.425840625,-0.0685640116,0.770695228,435.211783648,0,0.0577081683,29,10786.1258814453,9958.7616555864,1488.4560520537,-3.2151917419,1.2673,1
